ID,Problématique,Solution,Mots-clés techniques,Texte brut
palmint332,Le ticket décrit un besoin d'étendre les fonctions de l'outil Palmyra CLI pour inclure la surveillance des audits. Il semble que l'utilisateur souhaite ajouter cette fonctionnalité pour permettre une meilleure gestion des alertes et des politiques éthiques au sein de leur organisation.,La solution effective n'est pas claire dans le ticket car il manque des informations sur les actions concrètes entreprises pour résoudre le problème ou étendre les fonctions demandées. Il est donc difficile de dire si la demande a été résolue ou non.,* Palmyra CLI,palmint332 subtask 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium palm4124 etendre fonctions palmyracli bigdata version update fixed palm4124 etendre fonctions palmyracli bigdata version update author zdhaouadi body approved createddate 20171024t1653490000000 updateddate 20171024t1653490000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert monitoring audit supporté   etendre fonctions palmyra cli monitoring audit palmyra 
palmint333,"L'utilisateur souhaite étendre les fonctionnalités de Palmyra CLI et SecDep, mais il n'est pas clear si cela a été réalisé dans le ticket.",Non résolu,"Palmyra CLI, SecDep, étendre fonctionnalités",palmint333 subtask 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium palm4124 etendre fonctions palmyracli secdep coding fixed palm4124 etendre fonctions palmyracli secdep coding author abenosman body approved createddate 20170925t2014560000000 updateddate 20170925t2014560000000 author abenosman body palmyratrunk clustermanager 2916npalmyratrunk clustermanagerui 2907npalmyratrunk clustermanagergen 2907npalmyratrunk cachingutilsui 2908npalmyratrunk cachingutilsgen 2908 createddate 20170925t2132470000000 updateddate 20170925t2132470000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert nouvelles fonctionnalités ajoutées concernant modules cluster caching smartcache palmyracache   etendre fonctionnalités palmyracli palmyra 
palmint334,Le ticket décrit le besoin d'étendre les fonctionnalités de l'outil PalmyraCLI pour permettre aux utilisateurs de signaler des alerts liés à la politique éthique de Vermeg. Le problème technique précis est l'absence de cette fonctionnalité dans l'outil actuel.,La solution effective a été d'étendre les fonctionnalités de PalmyraCLI pour inclure la possibilité de signaler des alerts relatifs à la politique éthique de Vermeg.,1. PalmyraCLI,palmint334 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium palm4124 etendre fonctions palmyracli secdep demo fixed palm4124 etendre fonctions palmyracli secdep demo author abenosman body approved createddate 20171031t1215210000000 updateddate 20171031t1215210000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert done   etendre fonctionnalités palmyracli palmyra 
palmint335,"Le ticket décrit un problème avec l'envoi d'alertes relatives à la politique éthique de Vermeg. Les utilisateurs ne sont pas en mesure de signaler des violations de manière anonyme, ce qui peut les décourager à le faire. De plus, il n'y a pas de moyen de monitorer ces alertes ou de fournir un retour d'information aux personnes qui les ont envoyées.",La solution effective consiste à étendre les fonctions de PalmyraCLI pour permettre l'envoi d'alertes anonymes et de monitorer ces alertes. Il est également prévu de fournir un moyen de contact pour les utilisateurs qui souhaitent être informés de l'avancée de leur signalement.,"Politique éthique, alertes anonymes, monitorage des alertes, PalmyraCLI, retour d'information",palmint335 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium palm4124 etendre fonctions palmyracli secdep codereview fixed palm4124 etendre fonctions palmyracli secdep codereview author aaloui body done createddate 20170925t1524180000000 updateddate 20170925t1524180000000 author aaloui body code review done createddate 20170925t1524360000000 updateddate 20170925t1524360000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert code review done   code review done palmyra 
palmint336,"Le ticket concerne l'extension de fonctionnalités pour l'outil en ligne de commande (cli) Palmyra. Le problème principal est que la fonctionnalité ""secdep doc"" doit être étendue pour permettre aux utilisateurs de palmyra-cli d'accéder à des documents de politique de conformité sécurisée.","La solution consiste à étendre la fonctionnalité ""secdep doc"" dans l'outil en ligne de commande Palmyra pour inclure l'accès aux documents de politique de conformité sécurisée. Cette extension permettra aux utilisateurs de palmyra-cli de consulter les documents pertinents relatifs à l'éthique, la politique et le code de conduite de Vermeg.",1. Palmyra CLI,palmint336 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium palm4124 etendre fonctions palmyracli secdep doc fixed palm4124 etendre fonctions palmyracli secdep doc author abenosman body approved createddate 20171005t1733270000000 updateddate 20171005t1733270000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert wiki link http1011401158080xwikiwikipalmyra1262viewtoolspalmyraclihoperations   etendre fonctionnalités palmyra cli palmyra 
palmint337,"Le ticket décrit un problème lié à l'envoi d'alertes concernant la politique éthique et de conduite chez Vermeg. Le système existant ne permet pas aux employés, clients ou parties prenantes de signaler des violations de manière anonyme, ce qui est nécessaire pour garantir la protection des whistleblowers.","Non résolue - Il n'y a pas de solution appliquée dans le ticket fourni. La discussion porte sur la possibilité d'étendre les fonctions du système PalmyraCLI pour permettre l'envoi d'alerts anonymes, mais aucune action concrète n'a été entreprise pour résoudre ce problème.","Politique éthique, conduite, alertes, anonymat, whistleblowers, PalmyraCLI.",palmint337 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium palm4124 etendre fonctions palmyracli secdep design fixed palm4124 etendre fonctions palmyracli secdep design author aanaya body createddate 20170919t1025040000000 updateddate 20170919t1025040000000 author aanaya body createddate 20170919t1025150000000 updateddate 20170919t1025150000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint338,Inconnu,La solution proposée consiste à étendre les fonctions Palmyra CLI pour permettre l'envoi d'alertes relatives à la politique éthique de Vermeg tout en garantissant l'anonymat des utilisateurs. Cette extension devrait permettre aux employés et clients de signaler des incidents liés au code de conduite sans Reveler leur identité.,1. Palmyra CLI,palmint338 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium palm4124 etendre fonctions palmyracli secdep analyse fixed palm4124 etendre fonctions palmyracli secdep analyse author hbensaid body approved createddate 20170922t1123590000000 updateddate 20170922t1123590000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint339,"Le ticket décrit un besoin d'étendre les fonctions du CLI Palmyra sécurisé (secdep), en particulier pour la gestion des alertes relatives à la politique éthique de Vérmeg. Il est également demandé que ces alertes soient gérées de manière à permettre aux utilisateurs de rester anonymes s'ils le souhaitent, conformément à la politique de whistleblowing de l'entreprise.","La solution consiste en l'ajout de nouvelles fonctionnalités au CLI Palmyra sécurisé pour gérer les alertes relatives à la politique éthique de Vérmeg. Les utilisateurs doivent être en mesure de choisir s'ils souhaitent rester anonymes lors du lancement d'une alerte, conformément aux règles de whistleblowing de l'entreprise.",- CLI Palmyra sécurisé (secdep),palmint339 subtask 1262rc2 self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true  medium palm4124 etendre fonctions palmyracli secdep unittest fixed palm4124 etendre fonctions palmyracli secdep unittest author abenosman body approved createddate 20170928t1929450000000 updateddate 20170928t1929450000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert done   unit test palmyra 
palmint342,"Le composant webcalendar n'est plus opérationnel après la migration vers la version 12613. L'utilisateur ne peut plus utiliser le calendrier dans l'application, ce qui est un blocage pour l'ensemble du système.",La solution consiste à migrer vers la version 12613 et à corriger les problèmes de compatibilité avec les composants webcomponentutils et restwebcomponent. Le composant webcalendar doit être mis à jour pour fonctionner correctement avec ces autres composants.,"Migration, composant webcalendar, version 12613, compatibilité, composants webcomponentutils, restwebcomponent",palmint342 anomaly 12611 self httpsjiravermegcomrestapi2version17202 id 17202 description name 1261rc archived false released true self httpsjiravermegcomrestapi2version17203 id 17203 description name trunk archived false released true self httpsjiravermegcomrestapi2version17230 id 17230 description name 1262rc1 archived false released false releasedate 20170929 self httpsjiravermegcomrestapi2version17237 id 17237 description name 12613 archived false released true releasedate 20170814 self httpsjiravermegcomrestapi2component12711 id 12711 name presentation core blocker bonjour composants 1261 calendarwebcomponent webcomponentutils mêmes version 1252 régression websevice restwebcomponent nest plus opérationnel cordialement step reproduce crée application composant webcomponentcalendar fixed anomaly p1261 calendar components author dsaidi body merci migrer vers version 12613 createddate 20170825t1750370000000 updateddate 20170825t1750370000000 author dsaidi body createddate 20170825t1919300000000 updateddate 20170825t1919300000000 author dsaidi body palmyra12613 wars 3npalmyra1262rc1 wars 18npalmyra1261rc wars 92npalmyratrunk wars 2907n createddate 20170825t1922340000000 updateddate 20170825t1922340000000 palmtech58 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert palmyracalendarhtml rest servicesrest 1.0  calendarwebcomponentjarunder wars web service si 
palmint344,"Le ticket décrit une erreur lors du téléchargement d'un fichier, où l'écran se bloque. Cette erreur semble être liée à l'incompatibilité entre le module Java Thumbnailer et la version log4j2.1.","La solution effective a été de mettre à jour le module Java Thumbnailer pour le rendre compatible avec la version log4j2.1, ce qui a résolu le problème de téléchargement du fichier.",1. Téléchargement de fichier,palmint344 anomaly atena self httpsjiravermegcomrestapi2version17245 id 17245 description name atena archived false released true releasedate 20170809 self httpsjiravermegcomrestapi2component12711 id 12711 name presentation core major téléchargement dun fichier impossible lécran bloque voir pj step reproduce téléchargement fichier impossible lécran bloque voir pj aller lécran import value sélectionner fichier fixed anomaly 1249atena33 erreur lors upload dun fichier author kmathlouthi body salutnnle module javathumbnailer désormais compatible log4j21 nouvelle version 106nnmerci createddate 20170831t1101060000000 updateddate 20170831t1101060000000 palmtech191 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert javathumbnailer compatible log4j21   javathumbnailer non compatible log4j21 atena 
